phenotype,phecode,category,node_name,node_id,score
Alzheimer's disease,290.11,mental disorders/neuro,"EPH - Edema, proteinuria and hypertension of pregnancy",46764007,1
Alzheimer's disease,290.11,mental disorders/neuro,VT - Ventricular tachycardia,25569003,1
Alzheimer's disease,290.11,mental disorders/neuro,Bronchitis,32398004,1
Alzheimer's disease,290.11,mental disorders/neuro,Erosion of skin,93448009,1
Alzheimer's disease,290.11,mental disorders/neuro,Chronic progressive chorea,58756001,3
Alzheimer's disease,290.11,mental disorders/neuro,Spasm,45352006,4
Alzheimer's disease,290.11,mental disorders/neuro,Bladder infection,38822007,4
Alzheimer's disease,290.11,mental disorders/neuro,ABS - Acute brain syndrome,2776000,1
Alzheimer's disease,290.11,mental disorders/neuro,Anxiety,48694002,4
Alzheimer's disease,290.11,mental disorders/neuro,Inoculation,33879002,1
Alzheimer's disease,290.11,mental disorders/neuro,ALS - Amyotrophic lateral sclerosis,86044005,2
Alzheimer's disease,290.11,mental disorders/neuro,Flooding during periods,386692008,1
Alzheimer's disease,290.11,mental disorders/neuro,Idiopathic Parkinson's disease,49049000,4
Alzheimer's disease,290.11,mental disorders/neuro,Drowsiness,271782001,1
Alzheimer's disease,290.11,mental disorders/neuro,Excision of thyroid gland,13619001,1
Alzheimer's disease,290.11,mental disorders/neuro,Convulsion,91175000,4
Alzheimer's disease,290.11,mental disorders/neuro,Aneurysm,432119003,1
Alzheimer's disease,290.11,mental disorders/neuro,Neoplasm of brain,126952004,1
Alzheimer's disease,290.11,mental disorders/neuro,Diabetes mellitus with neuropathy,230572002,3
Alzheimer's disease,290.11,mental disorders/neuro,Low pressure hydrocephalus,30753002,5
Alzheimer's disease,290.11,mental disorders/neuro,Fracture of hip,5913000,1
Vascular dementia,290.16,mental disorders/neuro,Restless,24199005,4
Vascular dementia,290.16,mental disorders/neuro,ABS - Acute brain syndrome,2776000,3
Vascular dementia,290.16,mental disorders/neuro,Cutaneous ulcer,46742003,1
Vascular dementia,290.16,mental disorders/neuro,Fracture of hip,5913000,1
Vascular dementia,290.16,mental disorders/neuro,Disease caused by fungus,3218000,1
Vascular dementia,290.16,mental disorders/neuro,Heart rate fast,3424008,3
Vascular dementia,290.16,mental disorders/neuro,Anisometropia,3289004,1
Vascular dementia,290.16,mental disorders/neuro,Cyst,441457006,1
Vascular dementia,290.16,mental disorders/neuro,Deficiency of macronutrients,238107002,1
Vascular dementia,290.16,mental disorders/neuro,Cerebral aneurysm,128609009,3
Vascular dementia,290.16,mental disorders/neuro,Convulsion,91175000,2
Vascular dementia,290.16,mental disorders/neuro,Postnatal care,133906008,1
Vascular dementia,290.16,mental disorders/neuro,EM - Erythema multiforme,36715001,1
Vascular dementia,290.16,mental disorders/neuro,Ischaemic stroke,422504002,5
Vascular dementia,290.16,mental disorders/neuro,Hepatic failure,59927004,1
Vascular dementia,290.16,mental disorders/neuro,Transient ischemic attack,266257000,5
Vascular dementia,290.16,mental disorders/neuro,Bleeding per rectum,12063002,1
Vascular dementia,290.16,mental disorders/neuro,Infection due to Mycobacterium tuberculosis,56717001,1
Vascular dementia,290.16,mental disorders/neuro,"Brain damage, NOS",81308009,5
Vascular dementia,290.16,mental disorders/neuro,Bladder instability,786457000,1
Vascular dementia,290.16,mental disorders/neuro,CEA - Carotid endarterectomy,66951008,4
Vascular dementia,290.16,mental disorders/neuro,Idiopathic Parkinson's disease,49049000,1
Vascular dementia,290.16,mental disorders/neuro,Eosinophilic esophagitis,235599003,1
Vascular dementia,290.16,mental disorders/neuro,Drowsiness,271782001,2
Vascular dementia,290.16,mental disorders/neuro,SAH - Subarachnoid haemorrhage,21454007,3
Major depressive disorder,296.22,mental disorders/neuro,Hospice care,385763009,1
Major depressive disorder,296.22,mental disorders/neuro,Separation anxiety,126943008,3
Major depressive disorder,296.22,mental disorders/neuro,Social anxiety disorder,25501002,4
Major depressive disorder,296.22,mental disorders/neuro,Blepharospasm,59026006,1
Major depressive disorder,296.22,mental disorders/neuro,Atypical psychosis,69322001,3
Major depressive disorder,296.22,mental disorders/neuro,Difficulty sleeping,301345002,4
Major depressive disorder,296.22,mental disorders/neuro,ADHD - Attention deficit disorder with hyperactivity,406506008,4
Major depressive disorder,296.22,mental disorders/neuro,IDA - Iron deficiency anaemia,87522002,1
Major depressive disorder,296.22,mental disorders/neuro,Deliberate self-harm,248062006,4
Major depressive disorder,296.22,mental disorders/neuro,Muscle spasm - tone,221360009,1
Major depressive disorder,296.22,mental disorders/neuro,ACS - Acute coronary syndrome,394659003,1
Major depressive disorder,296.22,mental disorders/neuro,Intragel vitreous haemorrhage,31341008,1
Major depressive disorder,296.22,mental disorders/neuro,Acute bronchitis,10509002,1
Major depressive disorder,296.22,mental disorders/neuro,Deformity of foot,229844004,1
Major depressive disorder,296.22,mental disorders/neuro,"Malignant lymphoma, centrocytic [obs]",74654000,1
Major depressive disorder,296.22,mental disorders/neuro,SA - Sexual abuse,213017001,3
Major depressive disorder,296.22,mental disorders/neuro,Herpes simplex gingivostomatitis,57920007,1
Major depressive disorder,296.22,mental disorders/neuro,Isolated phobia,54587008,1
Major depressive disorder,296.22,mental disorders/neuro,Impulse control disorder,66347000,3
Major depressive disorder,296.22,mental disorders/neuro,Cardiac syndrome X,233845001,1
Major depressive disorder,296.22,mental disorders/neuro,Anxiety,48694002,4
Major depressive disorder,296.22,mental disorders/neuro,CA - Mouth cancer,363505006,1
Major depressive disorder,296.22,mental disorders/neuro,Gelineau's syndrome,60380001,3
Major depressive disorder,296.22,mental disorders/neuro,Fracture of skull,71642004,1
Major depressive disorder,296.22,mental disorders/neuro,BN - Bulimia nervosa,78004001,3
Major depressive disorder,296.22,mental disorders/neuro,Episodic paroxysmal anxiety disorder,371631005,4
Major depressive disorder,296.22,mental disorders/neuro,Schizophrenia,58214004,4
Major depressive disorder,296.22,mental disorders/neuro,Anancastic neurosis,191736004,3
Major depressive disorder,296.22,mental disorders/neuro,Borderline personality disorder,20010003,4
Major depressive disorder,296.22,mental disorders/neuro,CCF - Congestive cardiac failure,42343007,1
Major depressive disorder,296.22,mental disorders/neuro,Hallucination,7011001,3
Major depressive disorder,296.22,mental disorders/neuro,Cardiac failure,84114007,1
Major depressive disorder,296.22,mental disorders/neuro,Carcinoma of stomach,372143007,1
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Degenerative joint disease of knee,239873007,2
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Keratoplasty,293820001,1
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Cor pulmonale,83291003,1
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Combined vocal and multiple motor tic disorder,5158005,3
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Difficulty sleeping,301345002,4
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Excessive sleep,77692006,4
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Mouth ulcer,26284000,1
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Changeable mood,18963009,4
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Human papilloma virus infection,240532009,1
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Hallucination,7011001,4
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Thyroid nodule,237495005,1
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Pericoronitis,22240003,1
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Insomnia,193462001,3
Suicide or self-inflicted injury,297.2,mental disorders/neuro,REM sleep behavior disorder,415238003,2
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Sleep disorder,39898005,2
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Blood in stool,2901004,2
Suicide or self-inflicted injury,297.2,mental disorders/neuro,ADHD - Attention deficit disorder with hyperactivity,406506008,3
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Anancastic neurosis,191736004,3
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Tic disorder,568005,3
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Bad memory,386807006,1
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Reading disorder,52824009,1
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Chronic hepatitis C,128302006,3
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Gelineau's syndrome,60380001,1
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Agnogenic myeloid metaplasia,52967002,1
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Endocarditis lenta,73774007,1
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Alcohol withdrawal syndrome,191480000,3
Suicide or self-inflicted injury,297.2,mental disorders/neuro,HA - Hyperactivity,44548000,2
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Atypical psychosis,69322001,4
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Fracture of hip,5913000,3
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Hyperhidrosis,312230002,1
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Delusion,2073000,4
Suicide or self-inflicted injury,297.2,mental disorders/neuro,Bruit,70466008,1
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Deep venous thrombosis,128053003,1
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Impulse control disorder,66347000,5
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Erythroderma,399992009,3
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Malignant neoplasm of bone,93725000,1
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Mania,231494001,3
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Major depression,370143000,4
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Major depression,370143000,4
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Affective disorder,46206005,4
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Changeable mood,18963009,4
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Atypical psychosis,69322001,3
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Hallucination,7011001,3
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Excessive sleep,77692006,3
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Absence of menstruation,14302001,1
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Coronary artery spasm,23687008,1
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Cardiomyopathy,85898001,1
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Malignant neoplasm of lung,93880001,1
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Premenstrual dysphoric disorder,596004,1
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Delusion,2073000,3
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Rhabdomyolysis,240131006,1
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Neurosensory deafness,60700002,1
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Leg pain,10601006,1
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Manual pelvic examination,35025007,1
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Bipolar affective disorder,13746004,3
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Anger,75408008,4
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Electrolyte imbalance,105593004,1
Obsessive-compulsive disorders,300.3,mental disorders/neuro,ADHD - Attention deficit disorder with hyperactivity,406506008,3
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Insomnia,193462001,3
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Gelineau's syndrome,60380001,3
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Sick sinus syndrome,36083008,1
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Cancer of skin,372130007,1
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Major depression,35489007,4
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Major depression,35489007,4
Obsessive-compulsive disorders,300.3,mental disorders/neuro,SA - Sexual abuse,213017001,3
Obsessive-compulsive disorders,300.3,mental disorders/neuro,Measles,14189004,1
Dysthymic disorder,300.4,mental disorders/neuro,Atypical psychosis,69322001,3
Dysthymic disorder,300.4,mental disorders/neuro,Social anxiety disorder,25501002,4
Dysthymic disorder,300.4,mental disorders/neuro,Gelineau's syndrome,60380001,3
Dysthymic disorder,300.4,mental disorders/neuro,Hallucination,7011001,2
Dysthymic disorder,300.4,mental disorders/neuro,Isolated phobia,54587008,2
Dysthymic disorder,300.4,mental disorders/neuro,Coronary artery spasm,23687008,1
Dysthymic disorder,300.4,mental disorders/neuro,Extracorporeal haemodialysis,302497006,1
Dysthymic disorder,300.4,mental disorders/neuro,Anancastic neurosis,191736004,3
Dysthymic disorder,300.4,mental disorders/neuro,Impulse control disorder,66347000,3
Dysthymic disorder,300.4,mental disorders/neuro,SA - Sexual abuse,213017001,3
Dysthymic disorder,300.4,mental disorders/neuro,BN - Bulimia nervosa,78004001,3
Dysthymic disorder,300.4,mental disorders/neuro,Osteosarcoma,307576001,1
Dysthymic disorder,300.4,mental disorders/neuro,Injury,417746004,1
Dysthymic disorder,300.4,mental disorders/neuro,Menstrual molimen,82639001,3
Dysthymic disorder,300.4,mental disorders/neuro,"Airway obstruction, NOS",68372009,1
Dysthymic disorder,300.4,mental disorders/neuro,Aneurysmal haematoma,22036004,1
Dysthymic disorder,300.4,mental disorders/neuro,Premenstrual dysphoric disorder,596004,3
Dysthymic disorder,300.4,mental disorders/neuro,Delusion,2073000,2
Dysthymic disorder,300.4,mental disorders/neuro,Paraganglioma,302833002,1
Dysthymic disorder,300.4,mental disorders/neuro,AAA - Abdominal aortic aneurysm,233985008,1
Dysthymic disorder,300.4,mental disorders/neuro,Insomnia,193462001,4
Dysthymic disorder,300.4,mental disorders/neuro,Anxiety,48694002,4
Dysthymic disorder,300.4,mental disorders/neuro,PE - Pulmonary embolism,59282003,1
Dysthymic disorder,300.4,mental disorders/neuro,Borderline personality disorder,20010003,3
Dysthymic disorder,300.4,mental disorders/neuro,Disorder of muscle,129565002,1
Dysthymic disorder,300.4,mental disorders/neuro,Schizophrenia,58214004,3
Dysthymic disorder,300.4,mental disorders/neuro,Episodic paroxysmal anxiety disorder,371631005,4
Dysthymic disorder,300.4,mental disorders/neuro,Orbital cellulitis,194005002,1
Dysthymic disorder,300.4,mental disorders/neuro,Adenoid excision,119954001,1
Dysthymic disorder,300.4,mental disorders/neuro,Varices,128060009,1
Dysthymic disorder,300.4,mental disorders/neuro,Administration of steroid,297279009,1
Dysthymic disorder,300.4,mental disorders/neuro,Separation anxiety,126943008,2
Dysthymic disorder,300.4,mental disorders/neuro,Changeable mood,18963009,4
Posttraumatic stress disorder,300.9,mental disorders/neuro,Menstrual molimen,82639001,1
Posttraumatic stress disorder,300.9,mental disorders/neuro,Impulse control disorder,66347000,2
Posttraumatic stress disorder,300.9,mental disorders/neuro,Mania,231494001,2
Posttraumatic stress disorder,300.9,mental disorders/neuro,Affective disorder,46206005,3
Posttraumatic stress disorder,300.9,mental disorders/neuro,Premenstrual dysphoric disorder,596004,1
Posttraumatic stress disorder,300.9,mental disorders/neuro,Burning on urination,58250006,1
Posttraumatic stress disorder,300.9,mental disorders/neuro,Anancastic neurosis,191736004,3
Posttraumatic stress disorder,300.9,mental disorders/neuro,Major depression,35489007,4
Posttraumatic stress disorder,300.9,mental disorders/neuro,Major depression,35489007,4
Posttraumatic stress disorder,300.9,mental disorders/neuro,OM - Otitis media,65363002,1
Posttraumatic stress disorder,300.9,mental disorders/neuro,Examination of visual fields,86944008,1
Posttraumatic stress disorder,300.9,mental disorders/neuro,Changeable mood,18963009,3
Posttraumatic stress disorder,300.9,mental disorders/neuro,Auditory vertigo,13445001,1
Posttraumatic stress disorder,300.9,mental disorders/neuro,Social anxiety disorder,25501002,3
Posttraumatic stress disorder,300.9,mental disorders/neuro,Bipolar affective disorder,13746004,3
Posttraumatic stress disorder,300.9,mental disorders/neuro,Gelineau's syndrome,60380001,1
Posttraumatic stress disorder,300.9,mental disorders/neuro,Atypical psychosis,69322001,2
Posttraumatic stress disorder,300.9,mental disorders/neuro,Delusion,2073000,2
Posttraumatic stress disorder,300.9,mental disorders/neuro,Hallucination,7011001,4
Posttraumatic stress disorder,300.9,mental disorders/neuro,ADHD - Attention deficit disorder with hyperactivity,406506008,4
Posttraumatic stress disorder,300.9,mental disorders/neuro,CCA - Cardiac catheterisation,41976001,1
Posttraumatic stress disorder,300.9,mental disorders/neuro,Relational problem,160822004,3
Posttraumatic stress disorder,300.9,mental disorders/neuro,Excessive sleep,77692006,1
Posttraumatic stress disorder,300.9,mental disorders/neuro,Steatosis of liver,197321007,1
Posttraumatic stress disorder,300.9,mental disorders/neuro,Major depression,370143000,4
Posttraumatic stress disorder,300.9,mental disorders/neuro,Major depression,370143000,4
Posttraumatic stress disorder,300.9,mental disorders/neuro,SA - Sexual abuse,213017001,5
Posttraumatic stress disorder,300.9,mental disorders/neuro,Intracranial haemorrhage,1386000,1
Posttraumatic stress disorder,300.9,mental disorders/neuro,Insomnia,193462001,2
Posttraumatic stress disorder,300.9,mental disorders/neuro,Groin pain,102570003,1
Posttraumatic stress disorder,300.9,mental disorders/neuro,Pressure in chest,23924001,5
Posttraumatic stress disorder,300.9,mental disorders/neuro,Swelling of scrotum,271687003,1
Posttraumatic stress disorder,300.9,mental disorders/neuro,Episodic paroxysmal anxiety disorder,371631005,5
Posttraumatic stress disorder,300.9,mental disorders/neuro,Consumptive coagulopathy,67406007,1
Posttraumatic stress disorder,300.9,mental disorders/neuro,Emotional stress,442347009,5
Posttraumatic stress disorder,300.9,mental disorders/neuro,Hot flashes,198436008,4
Posttraumatic stress disorder,300.9,mental disorders/neuro,Hypesthesia,397974008,2
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Communicable disease,191415002,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Cardiac infarction,22298006,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Low pressure hydrocephalus,30753002,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Convulsion,91175000,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Focal epilepsy,29753000,2
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Hair plucking,17155009,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,"Airway obstruction, NOS",68372009,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Adenoma of pituitary,254956000,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Neoplasm of brain,126952004,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Status epilepticus,13973009,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Amniocele,18735004,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Spasmodic torticollis,74333002,2
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Apraxia of phonation,74227009,5
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Disturbance in speech,29164008,5
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Gaustad's syndrome,13920009,3
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Spasm,45352006,3
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Cerebral herniation,49453006,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Dysarthria,8011004,5
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Cardiac failure,84114007,4
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Palsy,44695005,5
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Sinusitis,36971009,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Idiopathic scoliosis,203639008,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,BDR - Background diabetic retinopathy,390834004,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Aphasia,87486003,2
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Traumatic brain injury,127295002,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Thyroid nodule,237495005,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Mediastinal emphysema,16838000,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,CAT scan of head,34227000,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Psychogenic seizures,191714002,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Dupuytren contracture,274142002,3
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Bladder pain,15803009,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,Pulmonary edema,19242006,1
Amyotrophic Lateral Sclerosis,334.21,mental disorders/neuro,DS - Disseminated sclerosis,24700007,2
Muscular dystrophies,359.1,mental disorders/neuro,MDS - Myelodysplastic syndrome,109995007,1
Muscular dystrophies,359.1,mental disorders/neuro,Ischaemia,52674009,1
Muscular dystrophies,359.1,mental disorders/neuro,Endometriosis,129103003,1
Muscular dystrophies,359.1,mental disorders/neuro,Essential thrombocythaemia,109994006,1
Muscular dystrophies,359.1,mental disorders/neuro,"Lumbar radiculopathy, NOS",2415007,4
Muscular dystrophies,359.1,mental disorders/neuro,Debility,13791008,5
Muscular dystrophies,359.1,mental disorders/neuro,SMCD - systemic mast cell disease,397016004,1
Muscular dystrophies,359.1,mental disorders/neuro,Subacromial bursitis,40799003,3
Muscular dystrophies,359.1,mental disorders/neuro,AS - Aortic stenosis,60573004,1
Muscular dystrophies,359.1,mental disorders/neuro,Premature infant,395507008,2
Muscular dystrophies,359.1,mental disorders/neuro,Polypharmacy,129846003,1
Muscular dystrophies,359.1,mental disorders/neuro,Rhabdomyolysis,240131006,4
Muscular dystrophies,359.1,mental disorders/neuro,Bruise,125667009,2
Muscular dystrophies,359.1,mental disorders/neuro,Acute circulatory failure,27942005,1
Muscular dystrophies,359.1,mental disorders/neuro,Inflammation of urethra,31822004,1
Muscular dystrophies,359.1,mental disorders/neuro,Hip fracture,263225007,3
Muscular dystrophies,359.1,mental disorders/neuro,Deadness - numbness,44077006,1
Muscular dystrophies,359.1,mental disorders/neuro,Wheeze,56018004,1
Muscular dystrophies,359.1,mental disorders/neuro,Leg pain,10601006,2
Muscular dystrophies,359.1,mental disorders/neuro,Itchy skin eruption,64144002,1
Muscular dystrophies,359.1,mental disorders/neuro,Erythermalgia,37151006,1
Muscular dystrophies,359.1,mental disorders/neuro,Aneurysm,432119003,1
Muscular dystrophies,359.1,mental disorders/neuro,Dysarthria,8011004,1
Muscular dystrophies,359.1,mental disorders/neuro,Injury,417746004,1
Muscular dystrophies,359.1,mental disorders/neuro,Amputee,41944006,1
Muscular dystrophies,359.1,mental disorders/neuro,Fracture of hip,5913000,2
Muscular dystrophies,359.1,mental disorders/neuro,Pain in toe,285365001,1
Muscular dystrophies,359.1,mental disorders/neuro,Pseudoaneurysm,443089001,1
Muscular dystrophies,359.1,mental disorders/neuro,Cor pulmonale,83291003,1
Muscular dystrophies,359.1,mental disorders/neuro,Abnormal vaginal bleeding,301822002,1
Muscular dystrophies,359.1,mental disorders/neuro,Aneurysmal haematoma,22036004,1
Muscular dystrophies,359.1,mental disorders/neuro,Superficial vein thrombosis,275517008,1
Muscular dystrophies,359.1,mental disorders/neuro,Hepatic failure,59927004,1
Myopathy,359.2,mental disorders/neuro,Paraesthesia,91019004,1
Myopathy,359.2,mental disorders/neuro,Arteritis,52089001,2
Myopathy,359.2,mental disorders/neuro,Aneurysmal haematoma,22036004,1
Myopathy,359.2,mental disorders/neuro,Essential familial hypercholesterolaemia,398036000,1
Myopathy,359.2,mental disorders/neuro,Disease of neck,118939000,1
Myopathy,359.2,mental disorders/neuro,Essential thrombocythaemia,109994006,1
Myopathy,359.2,mental disorders/neuro,ALS - Amyotrophic lateral sclerosis,86044005,1
Myopathy,359.2,mental disorders/neuro,Laryngitis,45913009,1
Myopathy,359.2,mental disorders/neuro,Bruise,125667009,1
Myopathy,359.2,mental disorders/neuro,Cyanosis,3415004,1
Myopathy,359.2,mental disorders/neuro,Deadness - numbness,44077006,1
Myopathy,359.2,mental disorders/neuro,Hanot's cirrhosis,31712002,3
Myopathy,359.2,mental disorders/neuro,"Pressure, NOS",73595000,1
Myopathy,359.2,mental disorders/neuro,Leg pain,10601006,4
Myopathy,359.2,mental disorders/neuro,Fracture of hip,5913000,1
Myopathy,359.2,mental disorders/neuro,Pseudoaneurysm,443089001,1
Myopathy,359.2,mental disorders/neuro,AV - Congenital arteriovenous anomaly,234141001,1
Myopathy,359.2,mental disorders/neuro,Must hurry to pass urine,75088002,1
Myopathy,359.2,mental disorders/neuro,Abdomen feels bloated,116289008,1
Myopathy,359.2,mental disorders/neuro,Farsightedness,38101003,1
Myopathy,359.2,mental disorders/neuro,Injury,417746004,1
Myopathy,359.2,mental disorders/neuro,Metabolic acidosis,59455009,3
Myopathy,359.2,mental disorders/neuro,Abdominal lump,271860004,1
Myopathy,359.2,mental disorders/neuro,Amputee,41944006,1
Myopathy,359.2,mental disorders/neuro,Back ache,161891005,4
Myopathy,359.2,mental disorders/neuro,Abnormal gait,22325002,3
Myopathy,359.2,mental disorders/neuro,Hypomagnesaemia,190855004,2
Myopathy,359.2,mental disorders/neuro,Intellectual disability,1855002,1
Myopathy,359.2,mental disorders/neuro,Connective tissue disease,105969002,2
Myopathy,359.2,mental disorders/neuro,Open wound,125643001,1
Myopathy,359.2,mental disorders/neuro,Bad memory,386807006,1
Myopathy,359.2,mental disorders/neuro,Cyst,441457006,1
Separation of retinal layers,362.31,sense organs,Lens opacity,193570009,4
Separation of retinal layers,362.31,sense organs,Proliferative retinopathy due to diabetes mellitus,59276001,5
Separation of retinal layers,362.31,sense organs,Chemical diabetes,9414007,3
Separation of retinal layers,362.31,sense organs,Near syncope,427461000,1
Separation of retinal layers,362.31,sense organs,CNV - Choroidal neovascularisation,75971007,5
Separation of retinal layers,362.31,sense organs,Amblyopia,387742006,3
Separation of retinal layers,362.31,sense organs,Congenital cataract,79410001,4
Separation of retinal layers,362.31,sense organs,Impacted shoulders,89700002,1
Separation of retinal layers,362.31,sense organs,Deficiency of macronutrients,238107002,1
Separation of retinal layers,362.31,sense organs,Lumbar radiculopathy,128196005,1
Separation of retinal layers,362.31,sense organs,Pericoronitis,22240003,1
Separation of retinal layers,362.31,sense organs,Farsightedness,38101003,4
Separation of retinal layers,362.31,sense organs,Cervical radiculopathy,54404000,1
Separation of retinal layers,362.31,sense organs,AH - Alcoholic hepatitis,235875008,1
Separation of retinal layers,362.31,sense organs,Iris neovascularisation,51995000,4
Separation of retinal layers,362.31,sense organs,VFD - Visual field defect,12184005,5
Separation of retinal layers,362.31,sense organs,AAMD - Age related macular degeneration,267718000,5
Separation of retinal layers,362.31,sense organs,Pseudoexfoliation syndrome,44219007,4
Separation of retinal layers,362.31,sense organs,Deprivation amblyopia,193638002,3
Separation of retinal layers,362.31,sense organs,Simmond's disease,32390006,1
Separation of retinal layers,362.31,sense organs,Macular edema,37231002,5
Separation of retinal layers,362.31,sense organs,Impaired vision,397540003,5
Separation of retinal layers,362.31,sense organs,Decreased vision,7973008,5
Separation of retinal layers,362.31,sense organs,CA - Mouth cancer,363505006,1
Separation of retinal layers,362.31,sense organs,Thyrotoxicosis,90739004,1
Separation of retinal layers,362.31,sense organs,Abdominal colic,9991008,1
Separation of retinal layers,362.31,sense organs,PSC - posterior subcapsular cataract,315353005,4
Separation of retinal layers,362.31,sense organs,Chill,43724002,1
Separation of retinal layers,362.31,sense organs,Intragel vitreous haemorrhage,31341008,4
Separation of retinal layers,362.31,sense organs,RP - Retinitis pigmentosa,28835009,4
Primary open angle glaucoma,365.11,sense organs,Musca volitans,15013002,2
Primary open angle glaucoma,365.11,sense organs,Bleeding per rectum,12063002,1
