"phecode","phenotype","phecode_exclude_range","sex","rollup","leaf","category","category_number"
"371.9","Chronic inflammatory disorders of orbit","369-374.99","Both",1,1,"sense organs",7
"372","Disorders of conjunctiva","369-374.99","",1,0,"sense organs",7
"374","Other disorders of eyelids","369-374.99","",1,0,"sense organs",7
"374.1","Ectropion or entropion","369-374.99","Both",1,1,"sense organs",7
"374.2","Lagophthalmos","369-374.99","Both",1,1,"sense organs",7
"374.3","Ptosis of eyelid","369-374.99","Both",1,1,"sense organs",7
"374.6","Dermatochalasis","369-374.99","Both",1,1,"sense organs",7
"375","Disorders of lacrimal system","375-379.99","",1,0,"sense organs",7
"375.1","Dry eyes","375-379.99","Both",0,0,"sense organs",7
"375.2","Epiphora","375-379.99","Both",1,1,"sense organs",7
"376","Disorders of the orbit","375-379.99","",1,0,"sense organs",7
"377","Disorders of optic nerve and visual pathways","375-379.99","",1,0,"sense organs",7
"377.1","Optic atrophy","375-379.99","Both",1,1,"sense organs",7
"377.3","Optic neuritis/neuropathy","375-379.99","",1,1,"sense organs",7
"378","Strabismus and other disorders of binocular eye movements","375-379.99","",1,0,"sense organs",7
"378.1","Strabismus (not specified as paralytic)","375-379.99","Both",1,1,"sense organs",7
"378.2","Nystagmus and other irregular eye movements","375-379.99","Both",1,1,"sense organs",7
"378.5","Paralytic strabismus","375-379.99","Both",1,1,"sense organs",7
"379","Other disorders of eye","375-379.99","Both",1,0,"sense organs",7
"379.1","Scleritis and episcleritis","375-379.99","Both",1,1,"sense organs",7
"379.2","Disorders of vitreous body","375-379.99","Both",1,1,"sense organs",7
"379.3","Aphakia and other disorders of lens","375-379.99","Both",1,1,"sense organs",7
"379.4","Anomalies of pupillary function","375-379.99","Both",1,1,"sense organs",7
"379.5","Disorders of iris and ciliary body","375-379.99","Both",1,1,"sense organs",7
"379.51","Pigmentary iris degeneration","375-379.99","Both",1,1,"sense organs",7
"379.9","Pain, swelling or discharge of eye","375-379.99","Both",0,0,"sense organs",7
"380","Disorders of external ear","380-380.99","Both",1,0,"sense organs",7
"380.1","Otitis externa","380-380.99","Both",0,0,"sense organs",7
"380.4","Impacted cerumen","380-380.99","Both",0,0,"sense organs",7
"381","Otitis media and Eustachian tube disorders","381-385.99","",1,0,"sense organs",7
"381.1","Otitis media","381-385.99","Both",1,1,"sense organs",7
"381.11","Suppurative and unspecified otitis media","381-385.99","Both",1,1,"sense organs",7
"381.2","Eustachian tube disorders","381-385.99","Both",1,1,"sense organs",7
"381.3","Mastoiditis & related conditions","381-385.99","Both",1,1,"sense organs",7
"381.9","Otorrhea","381-385.99","Both",1,1,"sense organs",7
"382","Otalgia","381-385.99","Both",1,0,"sense organs",7
"383","Otosclerosis","381-385.99","",1,0,"sense organs",7
"384","Other disorders of tympanic membrane","381-385.99","",1,0,"sense organs",7
"384.1","Myringitis","381-385.99","Both",1,1,"sense organs",7
"384.4","Perforation of tympanic membrane","381-385.99","Both",1,1,"sense organs",7
"385","Other disorders of middle ear and mastoid","381-385.99","",1,0,"sense organs",7
"385.3","Cholesteatoma","381-385.99","Both",1,1,"sense organs",7
"385.5","Tympanosclerosis and middle ear disease related to otitis media","381-385.99","Both",1,1,"sense organs",7
"386","Vertiginous syndromes and other disorders of vestibular system","386-386.99","",1,0,"sense organs",7
"386.1","Meniere's disease","386-386.99","",1,1,"sense organs",7
"386.2","Peripheral or central vertigo","386-386.99","",1,1,"sense organs",7
"386.21","Central origin vertigo","386-386.99","Both",1,1,"sense organs",7
"386.3","Labyrinthitis","386-386.99","Both",1,1,"sense organs",7
"386.9","Dizziness and giddiness (Light-headedness and vertigo)","386-386.99","Both",0,0,"sense organs",7
"388","Other disorders of ear","387-389.99","",1,0,"sense organs",7
"389","Hearing loss","387-389.99","",1,0,"sense organs",7
"389.1","Sensorineural hearing loss","387-389.99","Both",1,1,"sense organs",7
"389.2","Conductive hearing loss","387-389.99","Both",1,1,"sense organs",7
"389.3","Degenerative and vascular disorders of ear","387-389.99","Both",1,1,"sense organs",7
"389.4","Tinnitus","387-389.99","Both",1,1,"sense organs",7
"389.5","Disorders of acoustic nerve","387-389.99","Both",1,1,"sense organs",7
"394","Rheumatic disease of the heart valves","394-399.99","",1,0,"circulatory system",8
"394.1","Mitral valve stenosis and aortic valve stenosis","394-399.99","Both",1,1,"circulatory system",8
"394.2","Mitral valve disease","394-399.99","Both",1,0,"circulatory system",8
"394.3","Aortic valve disease","394-399.99","Both",1,0,"circulatory system",8
"394.4","Acute rheumatic heart disease","394-399.99","Both",1,0,"circulatory system",8
"394.7","Disease of tricuspid valve","394-399.99","Both",1,1,"circulatory system",8
"395","Heart valve disorders","394-399.99","Both",1,0,"circulatory system",8
"395.1","Nonrheumatic mitral valve disorders","394-399.99","Both",1,1,"circulatory system",8
"395.2","Nonrheumatic aortic valve disorders","394-399.99","Both",1,1,"circulatory system",8
"395.3","Nonrheumatic tricuspid valve disorders","394-399.99","Both",1,1,"circulatory system",8
"395.4","Nonrheumatic pulmonary valve disorders","394-399.99","Both",1,1,"circulatory system",8
"395.6","Heart valve replaced","394-399.99","Both",1,1,"circulatory system",8
"396","Abnormal heart sounds","394-399.99","Both",1,0,"circulatory system",8
"401","Hypertension","401-405.99","",1,0,"circulatory system",8
"401.1","Essential hypertension","401-405.99","Both",1,1,"circulatory system",8
"401.2","Hypertensive heart and/or renal disease","401-405.99","Both",1,1,"circulatory system",8
"401.21","Hypertensive heart disease","401-405.99","Both",1,1,"circulatory system",8
"401.22","Hypertensive chronic kidney disease","401-405.99","Both",1,1,"circulatory system",8
"401.3","Other hypertensive complications","401-405.99","Both",1,1,"circulatory system",8
"402","Elevated blood pressure reading without diagnosis of hypertension","401-405.99","Both",1,1,"circulatory system",8
"411","Ischemic Heart Disease","410-414.99","",1,0,"circulatory system",8
"411.1","Unstable angina (intermediate coronary syndrome)","410-414.99","Both",1,1,"circulatory system",8
"411.2","Myocardial infarction","410-414.99","Both",1,1,"circulatory system",8
"411.3","Angina pectoris","410-414.99","Both",1,1,"circulatory system",8
"411.4","Coronary atherosclerosis","410-414.99","Both",1,1,"circulatory system",8
"411.41","Aneurysm and dissection of heart","410-414.99","Both",1,1,"circulatory system",8
"411.8","Other chronic ischemic heart disease, unspecified","410-414.99","Both",1,1,"circulatory system",8
"411.9","Other acute and subacute forms of ischemic heart disease","410-414.99","Both",1,1,"circulatory system",8
"414","Other forms of chronic heart disease","410-414.99","Both",1,0,"circulatory system",8
"414.2","ASCVD","410-414.99","Both",1,1,"circulatory system",8
"415","Pulmonary heart disease","415-417.99","",1,0,"circulatory system",8
"415.1","Acute pulmonary heart disease","415-417.99","Both",1,1,"circulatory system",8
"415.11","Pulmonary embolism and infarction, acute","415-417.99","Both",1,0,"circulatory system",8
"415.2","Chronic pulmonary heart disease","415-417.99","Both",1,1,"circulatory system",8
"415.21","Primary pulmonary hypertension","415-417.99","Both",1,0,"circulatory system",8
"416","Cardiomegaly","415-417.99","Both",1,0,"circulatory system",8
"418","Nonspecific chest pain","410-418.99","Both",1,1,"circulatory system",8
"418.1","Precordial pain","410-418.99","Both",0,0,"circulatory system",8
"420","Carditis","420-425.99","",1,0,"circulatory system",8
"420.1","Myocarditis","420-425.99","Both",1,1,"circulatory system",8
"420.2","Pericarditis","420-425.99","Both",1,1,"circulatory system",8
"420.21","Acute pericarditis","420-425.99","Both",1,1,"circulatory system",8
"420.22","Chronic pericarditis","420-425.99","Both",1,1,"circulatory system",8
"420.3","Endocarditis","420-425.99","Both",1,1,"circulatory system",8
"425","Cardiomyopathy","420-425.99","",1,0,"circulatory system",8
"425.1","Primary/intrinsic cardiomyopathies","420-425.99","Both",1,1,"circulatory system",8
"425.11","Hypertrophic obstructive cardiomyopathy","420-425.99","Both",1,0,"circulatory system",8
"425.12","Other hypertrophic cardiomyopathy","420-425.99","Both",1,0,"circulatory system",8
"425.2","Secondary/extrinsic cardiomyopathies","420-425.99","Both",1,1,"circulatory system",8
"425.8","Other cardiomyopathy","420-425.99","Both",1,0,"circulatory system",8
"426","Cardiac conduction disorders","426-427.99","",1,0,"circulatory system",8
"426.2","Atrioventricular [AV] block","426-427.99","Both",1,1,"circulatory system",8
"426.21","First degree AV block","426-427.99","Both",1,1,"circulatory system",8
"426.22","Mobitz II AV block","426-427.99","Both",1,1,"circulatory system",8
"426.23","Second degree AV block","426-427.99","Both",1,1,"circulatory system",8
"426.24","Atrioventricular block, complete","426-427.99","Both",1,0,"circulatory system",8
"426.25","Other heart block","426-427.99","Both",1,0,"circulatory system",8
"426.3","Bundle branch block","426-427.99","Both",1,1,"circulatory system",8
"426.31","Right bundle branch block","426-427.99","Both",1,1,"circulatory system",8
"426.32","Left bundle branch block","426-427.99","Both",1,1,"circulatory system",8
"426.4","Anomalous atrioventricular excitation","426-427.99","Both",1,1,"circulatory system",8
"426.7","Abnormal electrocardiogram [ECG] [EKG]","426-427.99","Both",1,1,"circulatory system",8
"426.8","Other cardiac conduction disorders","426-427.99","Both",1,1,"circulatory system",8
"426.9","Cardiac pacemaker/device in situ","426-427.99","Both",1,1,"circulatory system",8
"426.91","Cardiac pacemaker in situ","426-427.99","Both",1,1,"circulatory system",8
"426.92","Cardiac defibrillator in situ","426-427.99","Both",1,1,"circulatory system",8
"427","Cardiac dysrhythmias","426-427.99","",1,0,"circulatory system",8
"427.1","Paroxysmal tachycardia, unspecified","426-427.99","",1,1,"circulatory system",8
"427.11","Paroxysmal supraventricular tachycardia","426-427.99","Both",1,1,"circulatory system",8
"427.12","Paroxysmal ventricular tachycardia","426-427.99","Both",1,1,"circulatory system",8
"427.2","Atrial fibrillation and flutter","426-427.99","",1,1,"circulatory system",8
"427.21","Atrial fibrillation","426-427.99","Both",1,1,"circulatory system",8
"427.22","Atrial flutter","426-427.99","Both",1,1,"circulatory system",8
"427.3","Other specified cardiac dysrhythmias","426-427.99","Both",1,1,"circulatory system",8
"427.4","Cardiac arrest and ventricular fibrillation","426-427.99","Both",1,1,"circulatory system",8
"427.41","Ventricular fibrillation and flutter","426-427.99","Both",1,1,"circulatory system",8
"427.42","Cardiac arrest","426-427.99","Both",1,1,"circulatory system",8
"427.5","Arrhythmia (cardiac) NOS","426-427.99","Both",1,1,"circulatory system",8
"427.6","Premature beats","426-427.99","Both",1,1,"circulatory system",8
"427.61","Supraventricular premature beats","426-427.99","Both",1,1,"circulatory system",8
"427.7","Tachycardia NOS","426-427.99","Both",1,1,"circulatory system",8
"427.8","Sinoatrial node dysfunction (Bradycardia)","426-427.99","Both",1,1,"circulatory system",8
"427.9","Palpitations","426-427.99","Both",1,1,"circulatory system",8
"428","Congestive heart failure; nonhypertensive","428-429.99","",1,0,"circulatory system",8
"428.1","Congestive heart failure (CHF) NOS","428-429.99","Both",1,1,"circulatory system",8
"428.2","Heart failure NOS","428-429.99","Both",1,1,"circulatory system",8
"428.3","Heart failure with reduced EF [Systolic or combined heart failure]","428-429.99","Both",1,0,"circulatory system",8
"428.4","Heart failure with preserved EF [Diastolic heart failure]","428-429.99","Both",1,0,"circulatory system",8
"429","Ill-defined descriptions and complications of heart disease","428-429.99","",1,0,"circulatory system",8
"429.1","Heart transplant/surgery","428-429.99","Both",0,1,"circulatory system",8
"429.2","Abnormal function study of cardiovascular system","428-429.99","Both",1,1,"circulatory system",8
"429.3","Symptoms involving cardiovascular system","428-429.99","Both",1,1,"circulatory system",8
"429.9","Cardiac complications, not elsewhere classified","428-429.99","Both",1,1,"circulatory system",8
"430","Intracranial hemorrhage","430-438.99","",1,0,"circulatory system",8
"430.1","Subarachnoid hemorrhage","430-438.99","Both",1,1,"circulatory system",8
"430.2","Intracerebral hemorrhage","430-438.99","Both",1,1,"circulatory system",8
"430.3","Subdural hemorrhage","430-438.99","Both",1,1,"circulatory system",8
"433","Cerebrovascular disease","430-438.99","",1,0,"circulatory system",8
"433.1","Occlusion and stenosis of precerebral arteries","430-438.99","Both",1,1,"circulatory system",8
"433.11","Occlusion of cerebral arteries, with cerebral infarction","430-438.99","Both",1,1,"circulatory system",8
"433.12","Cerebral atherosclerosis","430-438.99","Both",1,1,"circulatory system",8
"433.2","Occlusion of cerebral arteries","430-438.99","Both",1,1,"circulatory system",8
"433.21","Cerebral artery occlusion, with cerebral infarction","430-438.99","Both",1,1,"circulatory system",8
"433.3","Cerebral ischemia","430-438.99","Both",1,1,"circulatory system",8
"433.31","Transient cerebral ischemia","430-438.99","Both",1,1,"circulatory system",8
"433.32","Moyamoya disease","430-438.99","Both",1,1,"circulatory system",8
"433.5","Cerebral aneurysm","430-438.99","Both",1,1,"circulatory system",8
"433.6","Acute, but ill-defined cerebrovascular disease","430-438.99","Both",1,1,"circulatory system",8
"433.8","Late effects of cerebrovascular disease","430-438.99","Both",1,1,"circulatory system",8
"440","Atherosclerosis","440-449.99","",1,0,"circulatory system",8
"440.1","Atherosclerosis of renal artery","440-449.99","Both",1,1,"circulatory system",8
"440.2","Atherosclerosis of the extremities","440-449.99","Both",1,1,"circulatory system",8
"440.21","Atherosclerosis of native arteries of the extremities with ulceration or gangrene","440-449.99","Both",1,1,"circulatory system",8
"440.22","Atherosclerosis of native arteries of the extremities with intermittent claudication","440-449.99","Both",1,1,"circulatory system",8
"440.9","Atherosclerosis of aorta","440-449.99","Both",1,1,"circulatory system",8
"441","Vascular insufficiency of intestine","440-449.99","",1,0,"circulatory system",8
"441.1","Acute vascular insufficiency of intestine","440-449.99","Both",1,0,"circulatory system",8
"441.2","Chronic vascular insufficiency of intestine","440-449.99","Both",1,0,"circulatory system",8
"442","Other aneurysm","440-449.99","",1,0,"circulatory system",8
"442.1","Aortic aneurysm","440-449.99","Both",1,1,"circulatory system",8
"442.11","Abdominal aortic aneurysm","440-449.99","Both",1,1,"circulatory system",8
"442.2","Aneurysm of iliac artery","440-449.99","Both",1,1,"circulatory system",8
"442.3","Aneurysm of artery of lower extremity","440-449.99","Both",1,1,"circulatory system",8
"442.4","Arterial dissection","440-449.99","Both",1,1,"circulatory system",8
"442.8","Aneurysm of other specified artery","440-449.99","Both",1,1,"circulatory system",8
"443","Peripheral vascular disease","440-449.99","",1,0,"circulatory system",8
"443.1","Raynaud's syndrome","440-449.99","Both",1,1,"circulatory system",8
"443.7","Peripheral angiopathy in diseases classified elsewhere","440-449.99","Both",1,1,"circulatory system",8
"443.8","Other specified peripheral vascular diseases","440-449.99","Both",1,1,"circulatory system",8
"443.9","Peripheral vascular disease, unspecified","440-449.99","Both",1,1,"circulatory system",8
"444","Arterial embolism and thrombosis","440-449.99","",1,0,"circulatory system",8
"444.1","Arterial embolism and thrombosis of lower extremity artery","440-449.99","Both",1,1,"circulatory system",8
"444.2","Embolism and thrombosis of abdominal aorta","440-449.99","Both",1,1,"circulatory system",8
"444.5","Atheroembolism","440-449.99","Both",1,1,"circulatory system",8
"446","Polyarteritis nodosa and allied conditions","440-449.99","Both",1,0,"circulatory system",8
"446.1","Thromboangiitis obliterans","440-449.99","Both",1,1,"circulatory system",8
"446.2","Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease)","440-449.99","Both",1,1,"circulatory system",8
"446.3","Hypersensitivity angiitis","440-449.99","Both",1,0,"circulatory system",8
"446.4","Wegener's granulomatosis","440-449.99","Both",1,0,"circulatory system",8
"446.5","Giant cell arteritis","440-449.99","Both",1,1,"circulatory system",8
"446.6","Polyarteritis nodosa","440-449.99","Both",1,0,"circulatory system",8
"446.7","Takayasu's disease","440-449.99","Both",1,0,"circulatory system",8
"446.8","Thrombotic microangiopathy","440-449.99","Both",1,0,"circulatory system",8
"446.9","Arteritis NOS","440-449.99","Both",1,1,"circulatory system",8
"447","Other disorders of arteries and arterioles","440-449.99","",1,0,"circulatory system",8
"447.1","Stricture of artery","440-449.99","Both",1,1,"circulatory system",8
"447.7","Aortic ectasia","440-449.99","Both",1,0,"circulatory system",8
"448","Disease of capillaries","440-449.99","",1,0,"circulatory system",8
"450","Noninfectious disorders of lymphatic channels","450-450.99","Both",1,0,"circulatory system",8
"451","Phlebitis and thrombophlebitis","450-457.99","",1,0,"circulatory system",8
"451.2","Phlebitis and thrombophlebitis of lower extremities","450-457.99","Both",1,1,"circulatory system",8
"452","Other venous embolism and thrombosis","450-457.99","",1,0,"circulatory system",8
"452.1","Iatrogenic pulmonary embolism and infarction","450-457.99","Both",0,0,"circulatory system",8
"452.2","Deep vein thrombosis [DVT]","450-457.99","Both",1,1,"circulatory system",8
"452.8","Postphlebitic syndrome","450-457.99","Both",1,1,"circulatory system",8
"453","Chronic venous hypertension","450-457.99","",1,0,"circulatory system",8
"454","Varicose veins","450-457.99","",1,0,"circulatory system",8
"454.1","Varicose veins of lower extremity","450-457.99","Both",1,1,"circulatory system",8
"454.11","Varicose veins of lower extremity, symptomtic","450-457.99","Both",1,1,"circulatory system",8
"455","Hemorrhoids","450-457.99","",1,0,"circulatory system",8
"456","Chronic venous insufficiency [CVI]","450-457.99","Both",1,0,"circulatory system",8
"457","Encounter for long-term (current) use of anticoagulants, antithrombotics, aspirin","450-457.99","",1,0,"circulatory system",8
"457.2","Encounter for long-term (current) use of antiplatelets/antithrombotics","450-457.99","Both",1,1,"circulatory system",8
"457.3","Encounter for long-term (current) use of aspirin","450-457.99","Both",1,1,"circulatory system",8
"458","Hypotension","458-459.99","",1,0,"circulatory system",8
"458.1","Orthostatic hypotension","458-459.99","Both",1,1,"circulatory system",8
"458.2","Iatrogenic hypotension","458-459.99","Both",1,1,"circulatory system",8
"458.9","Hypotension NOS","458-459.99","Both",1,1,"circulatory system",8
"459","Other disorders of circulatory system","458-459.99","",1,0,"circulatory system",8
"459.1","Hemorrhage NOS","458-459.99","Both",1,1,"circulatory system",8
"459.7","Blood vessel replaced","458-459.99","Both",1,1,"circulatory system",8
"459.9","Circulatory disease NEC","458-459.99","Both",1,1,"circulatory system",8
"464","Acute sinusitis","460-469.99","Both",1,0,"respiratory",9
"465","Acute upper respiratory infections of multiple or unspecified sites","460-469.99","",1,0,"respiratory",9
"465.2","Acute pharyngitis","460-469.99","Both",1,1,"respiratory",9
"465.4","Acute laryngitis and tracheitis","460-469.99","Both",1,1,"respiratory",9
"470","Septal Deviations/Turbinate Hypertrophy","470-479.99","",1,0,"respiratory",9
"471","Nasal polyps","470-479.99","",1,0,"respiratory",9
"472","Chronic pharyngitis and nasopharyngitis","470-479.99","",1,0,"respiratory",9
"473","Diseases of the larynx and vocal cords","470-479.99","",1,0,"respiratory",9
"473.1","Chronic laryngitis","470-479.99","Both",1,1,"respiratory",9
"473.3","Paralysis/spasm of vocal cords or larynx","470-479.99","Both",1,1,"respiratory",9
"473.4","Voice disturbance","470-479.99","Both",1,1,"respiratory",9
"474","Acute and chronic tonsillitis","470-479.99","",1,0,"respiratory",9
"474.1","Acute tonsillitis","470-479.99","Both",1,1,"respiratory",9
"474.2","Chronic tonsillitis and adenoiditis","470-479.99","Both",1,1,"respiratory",9
"475","Chronic sinusitis","470-479.99","",1,0,"respiratory",9
"475.9","Postnasal drip","470-479.99","Both",1,1,"respiratory",9
"476","Allergic rhinitis","470-479.99","",1,0,"respiratory",9
"477","Epistaxis or throat hemorrhage","470-479.99","Both",1,0,"respiratory",9
"478","Throat pain","470-479.99","",1,0,"respiratory",9
"479","Other upper respiratory disease","470-479.99","Both",1,0,"respiratory",9
"480","Pneumonia","480-488.99","",1,0,"respiratory",9
"480.1","Bacterial pneumonia","480-488.99","Both",1,1,"respiratory",9
"480.11","Pneumococcal pneumonia","480-488.99","Both",1,1,"respiratory",9
"480.12","Pseudomonal pneumonia","480-488.99","Both",1,1,"respiratory",9
"480.13","MRSA pneumonia","480-488.99","Both",1,1,"respiratory",9
"480.2","Viral pneumonia","480-488.99","Both",1,1,"respiratory",9
"480.3","Pneumonia due to fungus (mycoses)","480-488.99","Both",1,1,"respiratory",9
"480.5","Bronchopneumonia and lung abscess","480-488.99","Both",1,1,"respiratory",9
"481","Influenza","480-488.99","",1,0,"respiratory",9
"483","Acute bronchitis and bronchiolitis","480-488.99","",1,0,"respiratory",9
"495","Asthma","490-498.99","",1,0,"respiratory",9
"495.1","Chronic obstructive asthma","490-498.99","Both",1,1,"respiratory",9
"495.11","Chronic obstructive asthma with exacerbation","490-498.99","Both",1,1,"respiratory",9
"495.2","Asthma with exacerbation","490-498.99","Both",1,1,"respiratory",9
"496","Chronic airway obstruction","490-498.99","",1,0,"respiratory",9
"496.1","Emphysema","490-498.99","Both",1,1,"respiratory",9
"496.2","Chronic bronchitis","490-498.99","Both",1,1,"respiratory",9
"496.21","Obstructive chronic bronchitis","490-498.99","Both",1,1,"respiratory",9
"496.3","Bronchiectasis","490-498.99","Both",1,1,"respiratory",9
"497","Bronchitis","490-498.99","Both",1,0,"respiratory",9
"498","Acute bronchospasm","490-498.99","Both",1,0,"respiratory",9
"499","Cystic fibrosis","499-499.99","Both",1,0,"respiratory",9
"500","Lung disease due to external agents","500-509.99","",1,0,"respiratory",9
"500.1","Extrinsic allergic alveolitis","500-509.99","Both",1,1,"respiratory",9
"500.2","Pneumoconiosis","500-509.99","Both",1,1,"respiratory",9
"501","Pneumonitis due to inhalation of food or vomitus","500-509.99","Both",1,0,"respiratory",9
"502","Postinflammatory pulmonary fibrosis","500-509.99","Both",1,0,"respiratory",9
"503","Pulmonary congestion and hypostasis","500-509.99","Both",1,0,"respiratory",9
"504","Other alveolar and parietoalveolar pneumonopathy","500-509.99","Both",1,0,"respiratory",9
"504.1","Idiopathic fibrosing alveolitis","500-509.99","Both",1,1,"respiratory",9
"505","Other pulmonary inflamation or edema","500-509.99","",1,0,"respiratory",9
"506","Empyema and pneumothorax","500-509.99","",1,0,"respiratory",9
"507","Pleurisy; pleural effusion","500-509.99","",1,0,"respiratory",9
"508","Pulmonary collapse; interstitial and compensatory emphysema","500-509.99","",1,0,"respiratory",9
"509","Respiratory failure, insufficiency, arrest","500-509.99","Both",1,0,"respiratory",9
"509.1","Respiratory failure","500-509.99","Both",1,1,"respiratory",9
"509.2","Respiratory insufficiency","500-509.99","Both",1,1,"respiratory",9
"509.3","Pulmonary insufficiency or respiratory failure following trauma and surgery","500-509.99","Both",1,1,"respiratory",9
"509.5","Respiratory arrest","500-509.99","Both",1,1,"respiratory",9
"509.8","Dependence on respirator [Ventilator] or supplemental oxygen","500-509.99","Both",1,1,"respiratory",9
"510","Other diseases of lung","510-517.99","",1,0,"respiratory",9
"510.2","Lung transplant","510-517.99","Both",0,0,"respiratory",9
"512","Other symptoms of respiratory system","510-517.99","",1,0,"respiratory",9
"512.1","Wheezing","510-517.99","Both",1,1,"respiratory",9
"512.2","Painful respiration","510-517.99","Both",1,1,"respiratory",9
"512.3","Abnormal chest sounds","510-517.99","Both",1,1,"respiratory",9
"512.7","Shortness of breath","510-517.99","Both",1,1,"respiratory",9
"512.8","Cough","510-517.99","Both",1,1,"respiratory",9
"512.9","Other dypnea","510-517.99","Both",1,1,"respiratory",9
"513","Respiratory abnormalities","510-517.99","",1,0,"respiratory",9
"513.3","Hypoventilation","510-517.99","Both",1,1,"respiratory",9
"513.31","Apnea","510-517.99","Both",1,1,"respiratory",9
"513.32","Orthopnea","510-517.99","Both",1,1,"respiratory",9
"513.4","Hyperventilation","510-517.99","Both",1,1,"respiratory",9
"513.8","Disorders of diaphragm","510-517.99","Both",1,1,"respiratory",9
"514","Abnormal findings examination of lungs","510-517.99","",1,0,"respiratory",9
"514.1","Abnormal results of function study of pulmonary system","510-517.99","Both",0,0,"respiratory",9
"514.2","Solitary pulmonary nodule","510-517.99","Both",0,0,"respiratory",9
"516","Abnormal sputum","510-517.99","",1,0,"respiratory",9
"516.1","Hemoptysis","510-517.99","Both",1,1,"respiratory",9
"519","Other diseases of respiratory system, not elsewhere classified","519-519.99","",1,0,"respiratory",9
"519.1","Tracheostomy complications","519-519.99","Both",0,0,"respiratory",9
"519.2","Respiratory complications","519-519.99","Both",1,1,"respiratory",9
"519.8","Other diseases of respiratory system, NEC","519-519.99","Both",1,1,"respiratory",9
"519.9","Symptoms involving respiratory system and other chest symptoms","519-519.99","Both",1,1,"respiratory",9
"520","Disorders of tooth development","520-526.99","",1,0,"digestive",10
"520.1","Hereditary disturbances in tooth structure","520-526.99","Both",1,1,"digestive",10
"520.2","Disturbances in tooth eruption","520-526.99","Both",1,1,"digestive",10
"521","Diseases of hard tissues of teeth","520-526.99","",1,0,"digestive",10
"521.1","Dental caries","520-526.99","Both",1,1,"digestive",10
"521.2","Dental abrasion, erosion and attrition","520-526.99","Both",1,1,"digestive",10
"521.4","Tooth complications likely association with other diseases","520-526.99","Both",1,1,"digestive",10
"522","Diseases of pulp and periapical tissues","520-526.99","",1,0,"digestive",10
"522.1","Pulpitis and necrosis of tooth pulp","520-526.99","Both",1,1,"digestive",10
"522.5","Periapical abscess","520-526.99","Both",1,1,"digestive",10
"523","Gingival and periodontal diseases","520-526.99","",1,0,"digestive",10
"523.1","Gingivitis","520-526.99","Both",1,1,"digestive",10
"523.3","Periodontitis (acute or chronic)","520-526.99","Both",1,1,"digestive",10
"523.31","Acute periodontitis","520-526.99","Both",1,1,"digestive",10
"523.32","Chronic periodontitis","520-526.99","Both",1,1,"digestive",10
"524","Dentofacial anomalies, including malocclusion","520-526.99","",1,0,"digestive",10
"524.3","Anomalies of tooth position/malocclusion","520-526.99","Both",1,1,"digestive",10
"525","Other diseases of the teeth and supporting structures","520-526.99","",1,0,"digestive",10
"525.1","Loss of teeth or edentulism","520-526.99","Both",1,1,"digestive",10
"525.2","Atrophy of edentulous alveolar ridge","520-526.99","Both",1,1,"digestive",10
"526","Diseases of the jaws","520-526.99","",1,0,"digestive",10
"526.1","Cysts of the jaws","520-526.99","Both",1,1,"digestive",10
"526.3","Anomalies of jaw size/symmetry","520-526.99","Both",1,1,"digestive",10
"526.4","Temporomandibular joint disorders","520-526.99","Both",1,1,"digestive",10
"526.41","Temporomandibular joint disorder, unspecified","520-526.99","Both",1,1,"digestive",10
"526.42","Arthralgia/ankylosis of temporomandibular joint","520-526.99","Both",1,1,"digestive",10
"526.5","Inflammatory conditions of jaw","520-526.99","Both",1,1,"digestive",10
"526.8","Exostosis of jaw","520-526.99","Both",1,1,"digestive",10
"526.9","Jaw disease NOS","520-526.99","Both",1,1,"digestive",10
"527","Diseases of the salivary glands","527-529.99","",1,0,"digestive",10
"527.1","Hypertrophy of salivary gland","527-529.99","Both",1,1,"digestive",10
"527.2","Sialoadenitis","527-529.99","Both",1,1,"digestive",10
"527.7","Disturbance of salivary secretion","527-529.99","Both",1,1,"digestive",10
"527.8","Other specified diseases of the salivary glands","527-529.99","Both",1,1,"digestive",10
"528","Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue","527-529.99","",1,0,"digestive",10
"528.1","Stomatitis and mucositis","527-529.99","Both",1,1,"digestive",10
"528.11","Stomatitis and mucositis (ulcerative)","527-529.99","Both",1,1,"digestive",10
"528.12","Oral aphthae","527-529.99","Both",1,1,"digestive",10
"528.3","Cellulitis and abscess of oral soft tissues","527-529.99","Both",1,1,"digestive",10
"528.4","Cysts of oral soft tissues","527-529.99","Both",1,1,"digestive",10
"528.41","Cyst of the salivary gland","527-529.99","Both",1,1,"digestive",10
"528.5","Diseases of lips","527-529.99","Both",1,1,"digestive",10
"528.6","Leukoplakia of oral mucosa","527-529.99","Both",1,1,"digestive",10
"528.7","Sialolithiasis","527-529.99","Both",1,1,"digestive",10
"529","Diseases and other conditions of the tongue","527-529.99","",1,0,"digestive",10
"529.1","Glossitis","527-529.99","Both",1,1,"digestive",10
"529.6","Glossodynia","527-529.99","Both",1,1,"digestive",10
"530","Diseases of esophagus","530-530.99, 532-532.99","",1,0,"digestive",10
"530.1","Esophagitis, GERD and related diseases","530-530.99, 532-532.99","",1,1,"digestive",10
"530.11","GERD","530-530.99, 532-532.99","Both",1,1,"digestive",10
